iteration,loss
500,None
1000,0.033049774783602374
1500,0.07300165320210235
2000,0.010185525457934832
2500,0.01158805988150532
3000,0.30914531093753844
3286,0.08871710655715132
3786,0.10379498770873147
4119,0.028122704076165034
4331,0.06013947114006111
4696,0.2662591242301969
5129,0.047166046371848486
5621,0.08491185522164212
6121,0.06259175743489488
6621,0.08176008891249414
7121,0.11241092100717331
7621,0.010300694600442016
8121,0.03307961643104885
8621,0.06678942037133077
9121,0.04537051080925055
9621,0.09407584103137724
10121,0.0412913127094689
10621,2.9543731598074596
11121,0.08941346753051245
11621,0.05886192797678987
12121,0.04314428591701469
12621,0.006815912727245854
13121,0.04313219599311288
13621,0.04781288294315103
14121,0.08789893976353215
14621,0.025796362032920014
15070,0.048788157234334696
15339,3.155554834357361
15695,0.04230641218234089
16110,0.037454655170407164
16474,0.019855202844791985
16974,0.07989160999782023
17474,0.004131329165232044
17905,0.03510480096439227
18405,0.031441852842248125
18905,3.2178948566629675
19405,0.015093156880757845
19905,2.619158448404263
20405,0.03768168314152016
20905,0.03655304462844037
21325,0.011182155235430384
21490,0.03336044313494581
21701,0.039991557736843146
21992,0.0076227845322536575
22414,0.012087056977534876
22759,0.057265460585009816
23259,3.0248544059761824
23759,0.015098539874583287
24259,0.015426762470048963
24759,0.01905364216333104
25259,0.011168973877153793
25759,0.02432336592902511
26259,0.0233015528143299
26716,0.02317944125414811
27111,0.04993439299938182
27611,0.02375586882461576
28111,0.04190678550006233
28611,0.01967111190912856
29111,0.02249052522480514
29611,0.015719917528842674
30111,0.005925638361234384
30295,0.007541366763969371
30660,0.016451837762207596
30930,0.07225781450893343
31164,0.011613629919262994
31458,0.0795595298280667
31859,0.03448175620184383
32359,0.019249417942879644
32859,0.028488663347778494
33282,0.029392929622317054
33576,0.007167491435727651
33860,0.006388897427165758
34360,0.032516569377897285
34711,0.029215143047829822
35003,0.007268879095739125
35336,0.02585133037454428
35749,0.04044261609119278
36161,0.015249324107937159
36551,0.01945413385826249
36873,0.016773917853674405
37235,0.009529264260501923
37505,0.032130057101945775
37888,0.01547766522894317
38312,2.149422479684461
38606,0.015390903425525173
39106,0.06273258517871926
39520,0.007795694701171786
39716,0.009582917725473645
39946,0.03869534729064075
40223,0.02156704179440352
40474,0.018077705159088752
40646,0.019261794896309022
40818,0.07556383283172896
41132,0.009281590547729993
41392,0.025687455976706103
41739,0.03221839133581749
42195,0.011624101203903845
42400,0.022164025530562962
42690,0.07788225401181396
42910,0.010946220192078046
43141,0.03951798998612624
43394,0.014910268818736227
43542,8.878736756823441
43764,0.024503735732679898
43997,0.013042519717433696
44239,0.22707957538016768
44581,0.034161774014908296
44761,0.01810690654937625
44989,0.02576016674483712
45252,3.8322472224023643
45493,0.03784265700288709
45692,0.042790387390483624
46026,0.029699551403397296
46293,0.050224072958535225
46535,0.062139977937237266
46666,0.046269694079559574
46785,0.0521111824818257
47080,1.9870279575725693
47288,0.03531280878121939
47520,0.028364886991513235
47695,0.05162387934433588
47839,0.011095224093558925
47993,0.031025754984261213
48343,0.02534298498089936
48506,0.08365152036862451
48648,0.08676405000493366
48840,0.08386249641377214
49012,0.05454465800232766
49255,0.021684551570421484
49458,0.0844547581338669
49679,0.06513126968437526
49775,0.07737680377113054
50086,0.07142009494121608
50352,0.04936000493360196
50506,0.029291801267097944
50663,1.9832750495540044
50894,0.07610932019192897
51090,0.031042819660430408
51434,0.09577341047099391
51663,0.14880900444357723
51825,1.0666584798238972
52102,0.05451464318255058
52331,0.03978568563156449
52565,0.06413030237245713
52742,0.0626087043949239
52943,0.05410784558568945
53245,0.07643722495118953
53416,0.08747676736002341
53602,0.05520500203832248
53902,0.06796316102353507
54042,2.1553103703474585
54256,0.06970433610325825
54643,0.04097043249205745
54883,0.03622818271911164
55113,0.09312425998561256
55522,0.05204912191978107
55732,0.06631912779138355
55924,0.080643140460065
56228,0.09238896273439738
56441,0.040563870911267626
56610,0.04138594612270058
56801,0.25948719016600547
57071,0.058289605192846365
57247,0.0691100811211174
57479,0.033966878161701235
57659,0.0406164868828375
57809,0.1902586534151972
58069,0.04569511702158166
58286,0.13759335048006163
58489,1.6737643951131806
58644,0.04680569122819669
58865,0.12293966978582616
58989,0.11764681625968847
59172,0.1307090470547478
59331,0.14660341236532026
59478,0.08637971789263639
59701,0.0847249230340343
59845,0.09312998572212533
60237,0.05525797204197317
60417,0.05992251079865842
60718,0.10713219468403153
60897,0.06674129819604956
61033,0.04894323776028004
61196,0.09572966674572296
61367,0.07395379321263314
61562,1.3467530182956635
61710,0.1473741820412244
61831,0.052711108284697855
62037,0.0684599909668905
62258,0.13460567998649464
62534,0.08300696367042995
62759,0.8474235828535458
62991,0.025606274683288407
63125,0.09545059133986804
63306,0.1448056109696613
63445,0.11235089512527889
63583,0.04063683326963564
63715,0.08749389865399344
63970,0.13981526777365907
64299,0.11834754993045365
64498,0.08836010983903969
64796,2.0720256842836244
65003,0.04377162893346528
65128,0.1831784474019943
65315,0.1337102324940093
65465,0.17639367274789355
65681,0.034813406625206746
65867,0.04966314342568064
66027,1.1196412403590712
66156,0.15034987506017014
66285,0.09954621329096454
66550,0.044221950789169025
66707,0.1855056216463066
66897,1.1938438946399943
67003,0.12108819542401406
67203,0.04391743347471278
67391,1.7769953533581433
67519,0.17780616983462352
67701,0.08244009529416658
67842,0.13337472820982293
68074,0.048691591060879315
68263,1.8618413719925793
68502,0.0791958134131093
68706,0.10113032420742547
68917,0.06425661213444851
69030,0.07203741585302398
69172,0.06190948458025005
69338,0.09029644613225167
69526,0.04847264626501602
69701,0.1055249922990915
69823,0.05478450450336977
70102,0.08663959555050722
70273,0.16075628643046225
70453,1.3507488771776364
70601,0.06145621566821977
70697,1.5806942016641843
70893,0.23756507807612534
71006,1.1147667334697708
71123,0.04949112683820341
71294,1.6473207747400338
71415,0.04162986302134295
71526,0.09764938578265832
71731,0.8069434014235429
71901,0.10003976095525598
72017,0.08798651984475048
72166,0.8368466322986509
72345,0.8590529116277144
72434,0.052103136878451216
72585,0.11041430649099376
72714,0.08216939488028037
72871,0.040399972226979976
73256,0.12849341386681368
73392,0.16809725317849764
73486,1.2164429569057889
73672,0.24318313851525475
73812,0.08250082876255681
73966,0.08935699530139651
74219,0.11461259482106206
74384,0.05127032093960363
74548,0.14426679305526477
74680,0.11433554862376843
74777,0.17510887639417425
74882,0.07262404318713765
75013,1.545231160830343
75119,0.06270884127686803
75254,0.5587602465077233
75473,0.05331192599372756
75973,0.13768829582186864
76093,0.056229498872855777
76211,0.22753553298723697
76711,0.05948617668111581
76846,0.03049618532192429
77031,0.18838118578179572
77278,0.06448943766327549
77424,1.2589437051357597
77655,0.054392425316863786
77783,1.5797598383117641
77912,0.11166583974461575
78040,0.21240483963463141
78141,0.08297345134895595
78272,0.18013801754071757
78373,0.06372309508902388
78482,0.08330704291068307
78601,0.10752633414158948
78728,0.05612543977918291
78888,0.033781607210221325
78990,1.3166212532977493
79148,0.07994776893935492
79251,0.9163329479925523
79435,0.07300025772519407
79554,0.08442770879396407
79646,0.12158979596111584
79786,0.17011321520680814
79938,0.04061589380861939
80108,0.044461751576514136
80179,0.5586493635975175
80416,0.08316363835607386
80692,0.04260014557654187
80867,0.060083088358320554
80932,0.15338031330480398
81093,0.12746194500432584
81258,0.08341765741223806
81354,0.06349409596360592
81854,0.06264724048335749
81973,0.06055156771913406
82090,0.08852614253046716
82391,1.568931777642666
82891,0.06844523590509334
83109,0.11538677127359398
83238,0.027298265685780736
83324,0.11329560599582776
83459,0.12947719477067904
83620,0.14546655580753476
83752,0.11626337274207964
83845,0.10036299394767774
83959,1.2656242943732186
84108,0.06295483663004646
84212,0.516299610901662
84312,0.0526832150329166
84476,0.058973709913375805
84597,0.10916647850469503
84744,0.06263032352075092
84951,0.10999374054158136
85079,0.11800176714312331
85257,0.06817608544655109
85336,0.05992560492055802
85460,0.08288702002858646
85602,0.23968146432999657
85739,0.16501675775703245
85847,0.08287661313574878
85921,0.07956466760455451
86058,0.22060268627987414
86234,0.29600279072701763
86734,0.09796167347585379
86918,0.17639417957279116
87013,0.25221625928756336
87142,0.24658191434962792
87261,0.20210081732718466
87423,0.10957223984470064
87517,0.1399232909503745
87671,0.11309377515156704
87783,0.2798305786658953
87919,1.3224107050657439
88073,0.19571317181760964
88239,0.07151810707267357
88374,0.305094519978734
88524,0.15857883262057018
88638,0.05047617075720331
88810,0.11100454966332025
89310,0.6012158558688564
89413,0.7290788754549684
89552,0.10325091351531834
89726,0.11824920989648048
89847,0.16003538730372646
89947,0.15144083812715373
90043,0.03649387683923982
90145,0.10036516568754654
90240,0.36233049433315356
90326,0.23930920499970573
90630,0.603913963551887
90773,0.18558891850814788
90838,0.16428108320490317
90941,0.05821955919450683
91045,1.697697466551036
91148,0.6124112563474957
91268,0.06951368750504883
91373,0.19887292404696832
91493,0.1596570468233425
91605,0.05782287685100429
91701,0.926887916683273
91809,0.10155559070949582
91939,0.03574363665146571
92030,0.05376254069333541
92169,0.08755047017901081
92241,0.06508313737514963
92307,0.16327858679826643
92443,0.2792617148653365
92547,0.1834517684557098
92689,0.5807047357877947
92844,0.09845227640285004
93216,0.23273696525767176
93341,0.2108995988887434
93448,0.08179002316726958
