episode,mean_reward
1954,-157.29
1955,-155.99
1956,-156.3
1957,-156.58
1958,-156.36
1959,-156.1
1960,-155.15
1961,-155.3
1962,-155.75
1963,-154.98
1964,-154.4
1965,-152.94
1966,-153.75
1967,-153.97
1968,-153.7
1969,-154.57
1970,-154.98
1971,-155.04
1972,-156.02
1973,-155.87
1974,-155.34
1975,-156.0
1976,-155.8
1977,-155.63
1978,-154.55
1979,-155.09
1980,-154.57
1981,-154.54
1982,-155.24
1983,-155.05
1984,-155.63
1985,-155.81
1986,-155.85
1987,-155.76
1988,-156.02
1989,-155.8
1990,-155.78
1991,-156.15
1992,-156.43
1993,-156.97
1994,-158.84
1995,-159.24
1996,-160.53
1997,-161.48
1998,-161.43
1999,-162.0
2000,-162.42
2001,-164.95
2002,-165.06
2003,-165.51
2004,-166.13
2005,-165.9
2006,-166.02
2007,-166.84
2008,-166.59
2009,-169.27
2010,-169.16
2011,-168.86
2012,-169.26
2013,-170.01
2014,-169.6
2015,-170.12
2016,-171.29
2017,-170.48
2018,-170.04
2019,-170.4
2020,-171.79
2021,-171.06
2022,-171.24
2023,-170.7
2024,-170.83
2025,-170.99
2026,-172.59
2027,-173.79
2028,-175.09
2029,-174.37
2030,-174.46
2031,-174.79
2032,-175.36
2033,-175.88
2034,-177.52
2035,-179.59
2036,-179.68
2037,-179.09
2038,-177.88
2039,-177.56
2040,-177.46
2041,-177.93
2042,-181.03
2043,-181.22
2044,-183.32
2045,-182.66
2046,-182.54
2047,-183.11
2048,-183.63
2049,-183.36
2050,-184.62
2051,-186.48
2052,-188.23
2053,-187.65
2054,-188.11
2055,-188.51
2056,-188.45
2057,-187.9
2058,-188.65
2059,-191.64
2060,-193.29
2061,-194.7
2062,-194.81
2063,-195.44
2064,-197.06
2065,-198.07
2066,-197.26
2067,-197.0
2068,-197.34
2069,-196.78
2070,-196.96
2071,-197.4
2072,-196.59
2073,-196.85
2074,-198.45
2075,-198.03
2076,-200.21
2077,-201.54
2078,-201.96
2079,-201.97
2080,-203.03
2081,-204.27
2082,-203.73
2083,-204.11
2084,-204.98
2085,-205.81
2086,-206.53
2087,-207.87
2088,-208.73
2089,-210.05
2090,-210.16
2091,-211.3
2092,-212.13
2093,-212.56
2094,-211.28
2095,-211.39
2096,-211.67
2097,-210.93
2098,-211.61
2099,-212.35
2100,-212.48
2101,-210.32
2102,-210.56
2103,-210.94
2104,-211.22
2105,-212.7
2106,-213.0
2107,-212.95
2108,-214.76
2109,-212.52
2110,-213.03
2111,-214.2
2112,-213.69
2113,-213.1
2114,-212.95
2115,-212.21
2116,-212.33
2117,-213.88
2118,-215.03
2119,-216.06
2120,-217.34
2121,-218.85
2122,-219.38
2123,-220.61
2124,-223.98
2125,-224.86
2126,-223.03
2127,-222.46
2128,-219.98
2129,-220.55
2130,-220.76
2131,-220.43
2132,-219.75
2133,-220.15
2134,-218.52
2135,-215.55
2136,-215.58
2137,-216.43
2138,-216.88
2139,-217.16
2140,-217.75
2141,-217.28
2142,-214.81
2143,-215.68
2144,-216.23
2145,-216.31
2146,-216.71
2147,-217.01
2148,-217.5
2149,-218.4
2150,-216.87
2151,-215.02
2152,-214.73
2153,-214.53
2154,-215.03
2155,-216.14
2156,-216.48
2157,-217.47
2158,-216.89
2159,-216.46
2160,-217.43
2161,-217.34
2162,-219.32
2163,-218.93
2164,-217.77
2165,-216.74
2166,-216.9
2167,-216.83
2168,-217.24
2169,-217.11
2170,-220.07
2171,-220.41
2172,-221.05
2173,-222.06
2174,-220.83
2175,-221.93
2176,-220.26
2177,-218.36
2178,-218.6
2179,-218.49
2180,-217.64
2181,-216.73
2182,-216.57
2183,-218.61
2184,-217.48
2185,-217.16
2186,-216.14
2187,-215.15
2188,-214.41
2189,-213.8
2190,-215.43
2191,-215.2
2192,-214.69
2193,-214.43
2194,-213.81
2195,-213.15
2196,-212.18
2197,-211.99
2198,-211.27
2199,-211.28
2200,-210.9
2201,-210.99
2202,-210.86
2203,-210.71
2204,-210.01
2205,-209.27
2206,-209.38
2207,-209.77
2208,-208.15
2209,-209.81
2210,-209.04
2211,-207.94
2212,-208.36
2213,-207.99
2214,-209.31
2215,-209.37
2216,-211.93
2217,-211.11
2218,-211.65
2219,-212.05
2220,-210.06
2221,-209.43
2222,-208.73
2223,-208.76
2224,-206.15
2225,-206.13
2226,-207.76
2227,-207.68
2228,-207.97
2229,-208.11
2230,-209.09
2231,-210.34
2232,-210.65
2233,-209.77
2234,-210.05
2235,-210.8
2236,-210.88
2237,-210.51
2238,-211.07
2239,-211.77
2240,-212.49
2241,-216.19
2242,-216.2
2243,-214.82
2244,-213.17
2245,-212.97
2246,-212.82
2247,-211.83
2248,-211.5
2249,-210.56
2250,-211.41
2251,-211.8
2252,-210.26
2253,-210.71
2254,-212.11
2255,-211.42
2256,-211.27
2257,-210.92
2258,-211.3
2259,-209.03
2260,-206.9
2261,-205.37
2262,-203.21
2263,-203.28
2264,-205.47
2265,-205.37
2266,-205.84
2267,-205.24
2268,-204.46
2269,-205.29
2270,-203.37
2271,-203.17
2272,-202.3
2273,-201.13
2274,-201.22
2275,-201.56
2276,-202.57
2277,-203.33
2278,-203.74
2279,-203.33
2280,-203.4
2281,-203.98
2282,-204.32
2283,-202.71
2284,-202.04
2285,-203.11
2286,-203.86
2287,-203.9
2288,-204.47
2289,-204.36
2290,-202.89
2291,-202.38
2292,-201.73
2293,-201.79
2294,-202.82
2295,-202.67
2296,-202.79
2297,-203.49
2298,-204.14
2299,-203.3
2300,-204.79
2301,-203.97
2302,-204.67
2303,-204.12
2304,-204.37
2305,-203.93
2306,-205.01
2307,-204.43
2308,-205.68
2309,-203.44
2310,-203.56
2311,-203.63
2312,-203.41
2313,-204.02
2314,-203.55
2315,-204.8
2316,-202.22
2317,-205.47
2318,-203.65
2319,-201.73
2320,-202.16
2321,-202.64
2322,-203.26
2323,-203.0
2324,-202.75
2325,-202.21
2326,-202.17
2327,-202.38
2328,-202.38
2329,-202.57
2330,-201.91
2331,-201.08
2332,-201.64
2333,-201.52
2334,-202.18
2335,-201.62
2336,-200.93
2337,-200.74
2338,-203.46
2339,-203.27
2340,-201.98
2341,-198.42
2342,-198.58
2343,-199.34
2344,-198.99
2345,-198.59
2346,-198.98
2347,-199.36
2348,-199.15
2349,-199.21
2350,-199.69
2351,-199.23
2352,-200.44
2353,-200.56
2354,-197.85
2355,-197.86
2356,-198.41
2357,-198.48
2358,-201.51
2359,-203.37
2360,-203.28
2361,-205.17
2362,-205.65
2363,-206.09
2364,-203.63
2365,-203.91
2366,-202.78
2367,-205.67
2368,-206.96
2369,-206.56
2370,-206.34
2371,-206.84
2372,-207.87
2373,-209.07
2374,-209.49
2375,-209.39
2376,-208.5
2377,-208.15
2378,-207.74
2379,-208.18
2380,-209.54
2381,-210.76
2382,-212.27
2383,-212.49
2384,-214.15
2385,-213.33
2386,-212.77
2387,-212.79
2388,-211.79
2389,-212.32
2390,-212.81
2391,-212.33
2392,-212.3
2393,-213.71
2394,-214.28
2395,-215.46
2396,-216.19
2397,-218.07
2398,-217.97
2399,-217.7
2400,-217.18
2401,-217.73
2402,-218.0
2403,-218.05
2404,-218.62
2405,-219.43
2406,-218.68
2407,-217.96
2408,-220.42
2409,-222.06
2410,-222.02
2411,-222.98
2412,-223.25
2413,-222.88
2414,-223.49
2415,-224.96
2416,-223.81
2417,-220.19
2418,-221.73
2419,-224.3
2420,-225.51
2421,-225.52
2422,-225.49
2423,-225.7
2424,-226.54
2425,-225.52
2426,-226.0
2427,-228.03
2428,-228.61
2429,-229.18
2430,-229.83
2431,-230.19
2432,-229.66
2433,-232.27
2434,-231.31
2435,-230.98
2436,-232.81
2437,-232.83
2438,-229.48
2439,-230.05
2440,-230.52
2441,-230.79
2442,-230.56
2443,-230.44
2444,-230.8
2445,-231.13
2446,-231.88
2447,-232.02
2448,-232.9
2449,-234.66
2450,-233.73
2451,-234.07
2452,-232.85
2453,-233.95
2454,-235.11
2455,-235.86
2456,-235.83
2457,-236.3
2458,-233.54
2459,-231.87
2460,-235.22
2461,-234.28
2462,-234.45
2463,-234.27
2464,-235.75
2465,-236.03
2466,-236.41
2467,-234.94
2468,-235.23
2469,-235.53
2470,-235.37
2471,-236.26
2472,-235.51
2473,-234.75
2474,-234.54
2475,-233.77
2476,-233.33
2477,-235.49
2478,-236.51
2479,-236.81
2480,-236.72
2481,-236.55
2482,-236.64
2483,-237.0
2484,-235.91
2485,-235.73
2486,-236.36
2487,-236.59
2488,-237.09
2489,-236.57
2490,-235.72
2491,-236.3
2492,-237.84
2493,-236.82
2494,-235.84
2495,-235.88
2496,-237.1
2497,-235.0
2498,-235.51
2499,-236.78
2500,-235.51
2501,-235.76
2502,-234.3
2503,-235.31
2504,-235.85
2505,-234.43
2506,-234.59
2507,-235.38
2508,-231.92
2509,-232.84
2510,-235.02
2511,-236.02
2512,-237.67
2513,-238.02
2514,-238.47
2515,-235.89
2516,-237.11
2517,-240.73
2518,-239.7
2519,-237.19
2520,-235.56
2521,-236.23
2522,-235.46
2523,-234.73
2524,-233.92
2525,-235.56
2526,-233.88
2527,-231.93
2528,-230.74
2529,-229.97
2530,-229.31
2531,-228.8
2532,-229.25
2533,-227.38
2534,-228.9
2535,-229.59
2536,-230.56
2537,-230.43
2538,-230.85
2539,-230.24
2540,-231.4
2541,-231.84
2542,-232.12
2543,-232.35
2544,-232.12
2545,-233.16
2546,-232.32
2547,-235.52
2548,-234.58
2549,-233.48
2550,-233.76
2551,-234.91
2552,-234.85
2553,-233.38
2554,-233.0
2555,-233.52
2556,-232.94
2557,-233.02
2558,-232.81
2559,-233.97
2560,-231.21
2561,-231.81
2562,-231.87
2563,-233.02
2564,-231.24
2565,-231.78
2566,-231.77
2567,-232.1
2568,-231.63
2569,-232.52
2570,-232.58
2571,-230.83
2572,-230.38
2573,-229.96
2574,-229.8
2575,-229.51
2576,-230.13
2577,-228.98
2578,-231.29
2579,-231.24
2580,-229.77
2581,-229.04
2582,-227.86
2583,-227.51
2584,-227.7
2585,-227.47
2586,-227.31
2587,-227.7
2588,-227.94
2589,-228.25
2590,-228.69
2591,-228.48
2592,-230.75
2593,-230.55
2594,-231.16
2595,-231.53
2596,-229.66
2597,-229.67
2598,-229.48
2599,-229.29
2600,-230.07
2601,-229.35
2602,-230.69
2603,-231.9
2604,-230.72
2605,-231.48
2606,-231.86
2607,-232.52
2608,-232.68
2609,-230.11
2610,-228.21
2611,-226.82
2612,-225.48
2613,-225.15
2614,-224.44
2615,-224.2
2616,-223.17
2617,-220.42
2618,-221.69
2619,-222.4
2620,-222.99
2621,-225.13
2622,-224.92
2623,-224.87
2624,-227.7
2625,-226.65
2626,-227.5
2627,-228.35
2628,-229.54
2629,-230.13
2630,-230.67
2631,-231.23
2632,-232.12
2633,-232.19
2634,-231.45
2635,-231.58
2636,-229.22
2637,-228.96
2638,-228.74
2639,-229.87
2640,-229.83
2641,-228.9
2642,-229.18
2643,-229.79
2644,-230.49
2645,-230.32
2646,-233.5
2647,-231.12
2648,-231.85
2649,-232.64
2650,-232.81
2651,-232.66
2652,-233.05
2653,-233.46
2654,-234.07
2655,-232.52
2656,-232.53
2657,-233.08
2658,-233.29
2659,-232.23
2660,-231.34
2661,-230.98
2662,-231.37
2663,-231.91
2664,-232.53
2665,-235.11
2666,-236.16
2667,-234.54
2668,-236.9
2669,-235.17
2670,-235.1
2671,-234.45
2672,-235.01
2673,-235.48
2674,-236.58
2675,-236.86
2676,-236.55
2677,-235.87
2678,-233.4
2679,-233.48
2680,-234.13
2681,-233.68
2682,-234.08
2683,-234.06
2684,-234.31
2685,-234.62
2686,-234.22
2687,-235.11
2688,-234.52
2689,-233.91
2690,-233.77
2691,-233.64
2692,-230.34
2693,-229.98
2694,-229.88
2695,-228.55
2696,-229.66
2697,-229.59
2698,-230.13
2699,-229.38
2700,-228.74
2701,-229.51
2702,-228.61
2703,-226.8
2704,-226.92
2705,-226.79
2706,-226.37
2707,-225.66
2708,-225.98
2709,-226.04
2710,-226.4
2711,-225.95
2712,-226.48
2713,-226.35
2714,-225.57
2715,-228.78
2716,-230.72
2717,-231.2
2718,-230.75
2719,-230.25
2720,-230.1
2721,-227.57
2722,-227.9
2723,-228.17
2724,-225.07
2725,-225.43
2726,-224.02
2727,-226.29
2728,-226.3
2729,-225.81
2730,-226.2
2731,-226.07
2732,-224.67
2733,-225.32
2734,-228.1
2735,-228.66
2736,-228.19
2737,-227.96
2738,-228.4
2739,-227.12
2740,-226.57
2741,-227.11
2742,-226.28
2743,-225.28
2744,-225.33
2745,-224.77
2746,-224.77
2747,-224.44
2748,-223.88
2749,-225.28
2750,-224.82
2751,-224.14
2752,-225.31
2753,-225.87
2754,-225.09
2755,-225.65
2756,-225.3
2757,-224.9
2758,-224.75
2759,-225.32
2760,-226.55
2761,-227.54
2762,-226.54
2763,-225.37
2764,-224.74
2765,-222.72
2766,-222.47
2767,-222.17
2768,-219.79
2769,-220.41
2770,-220.68
2771,-222.63
2772,-224.2
2773,-224.55
2774,-223.32
2775,-224.94
2776,-226.71
2777,-225.83
2778,-226.15
2779,-226.21
2780,-225.4
2781,-225.74
2782,-224.91
2783,-227.71
2784,-228.19
2785,-228.99
2786,-229.67
2787,-228.93
2788,-228.95
2789,-229.89
2790,-230.9
2791,-232.02
2792,-232.51
2793,-233.8
2794,-233.72
2795,-233.84
2796,-232.56
2797,-233.51
2798,-235.41
2799,-235.67
2800,-238.0
2801,-237.58
2802,-237.47
2803,-238.42
2804,-239.11
2805,-238.75
2806,-240.01
2807,-241.28
2808,-242.88
2809,-242.82
2810,-243.59
2811,-244.93
2812,-247.21
2813,-248.56
2814,-249.42
2815,-246.87
2816,-248.47
2817,-247.95
2818,-248.0
2819,-248.7
2820,-249.53
2821,-249.38
2822,-249.75
2823,-250.68
2824,-250.78
2825,-251.33
2826,-251.83
2827,-248.34
2828,-248.85
2829,-249.37
2830,-248.19
2831,-247.9
2832,-248.84
2833,-247.79
2834,-244.29
2835,-244.94
2836,-245.52
2837,-247.38
2838,-247.45
2839,-247.71
2840,-246.96
2841,-247.19
2842,-246.54
2843,-246.94
2844,-247.09
2845,-250.28
2846,-247.62
2847,-247.38
2848,-250.77
2849,-247.46
2850,-246.93
2851,-246.89
2852,-246.02
2853,-245.64
2854,-245.68
2855,-245.09
2856,-246.0
2857,-245.3
2858,-248.21
2859,-251.15
2860,-250.61
2861,-249.58
2862,-252.84
2863,-252.05
2864,-252.88
2865,-251.95
2866,-254.4
2867,-254.38
2868,-253.6
2869,-254.78
2870,-253.24
2871,-252.58
2872,-250.52
2873,-249.96
2874,-249.46
2875,-247.35
2876,-245.27
2877,-245.78
2878,-244.73
2879,-244.59
2880,-244.84
2881,-244.27
2882,-243.78
2883,-240.25
2884,-239.19
2885,-237.98
2886,-238.12
2887,-237.66
2888,-237.17
2889,-236.41
2890,-235.59
2891,-234.44
2892,-233.76
2893,-231.75
2894,-231.4
2895,-231.63
2896,-230.79
2897,-229.56
2898,-227.39
2899,-227.17
2900,-224.62
2901,-224.31
2902,-224.23
2903,-223.43
2904,-222.2
2905,-222.57
2906,-220.51
2907,-218.6
2908,-216.57
2909,-216.68
2910,-215.28
2911,-214.02
2912,-210.7
2913,-209.64
2914,-208.8
2915,-208.63
2916,-206.56
2917,-205.89
2918,-205.02
2919,-207.6
2920,-205.78
2921,-205.19
2922,-204.43
2923,-204.67
2924,-204.25
2925,-203.26
2926,-203.62
2927,-203.64
2928,-201.99
2929,-200.79
2930,-201.04
2931,-200.65
2932,-199.65
2933,-199.49
2934,-199.37
2935,-197.68
2936,-196.99
2937,-195.48
2938,-194.94
2939,-194.38
2940,-194.36
2941,-194.27
2942,-195.13
2943,-194.77
2944,-193.72
2945,-190.67
2946,-190.43
2947,-190.31
2948,-186.94
2949,-187.88
2950,-189.17
2951,-188.8
2952,-188.31
2953,-188.58
2954,-188.69
2955,-188.58
2956,-188.13
2957,-187.92
2958,-184.39
2959,-180.91
2960,-181.64
2961,-181.63
2962,-177.92
2963,-178.0
2964,-177.93
2965,-178.16
2966,-174.76
2967,-175.3
2968,-175.73
2969,-173.76
2970,-174.15
2971,-173.06
2972,-173.1
2973,-172.85
2974,-172.8
2975,-173.04
2976,-172.75
2977,-172.68
2978,-172.22
2979,-173.42
2980,-173.03
2981,-172.85
2982,-173.38
2983,-174.27
2984,-174.54
2985,-175.37
2986,-175.2
2987,-175.8
2988,-176.34
2989,-176.06
2990,-176.05
2991,-175.99
2992,-176.54
2993,-177.89
2994,-178.55
2995,-177.96
2996,-178.96
2997,-179.45
2998,-178.4
2999,-177.79
3000,-178.61
3001,-178.9
3002,-178.97
3003,-178.15
3004,-178.94
3005,-178.58
3006,-179.53
3007,-179.8
3008,-179.75
3009,-180.48
3010,-180.56
3011,-180.73
3012,-180.76
3013,-180.68
3014,-180.56
3015,-180.29
3016,-178.93
3017,-179.05
3018,-178.38
3019,-174.88
3020,-175.31
3021,-174.95
3022,-175.96
3023,-174.98
3024,-175.37
3025,-175.55
3026,-174.95
3027,-174.99
3028,-174.98
3029,-174.94
3030,-174.65
3031,-175.08
3032,-175.2
3033,-175.91
3034,-176.17
3035,-175.92
3036,-176.91
3037,-176.81
3038,-178.8
3039,-179.25
3040,-179.19
3041,-178.28
3042,-177.06
3043,-180.31
3044,-179.87
3045,-179.46
3046,-178.67
3047,-177.71
3048,-178.48
3049,-178.44
3050,-178.21
3051,-178.73
3052,-179.07
3053,-178.2
3054,-177.78
3055,-177.51
3056,-176.85
3057,-178.29
3058,-179.49
3059,-179.57
3060,-178.5
3061,-177.93
3062,-178.05
3063,-177.96
3064,-177.23
3065,-176.51
3066,-176.09
3067,-175.86
3068,-175.41
3069,-175.76
3070,-175.11
3071,-175.72
3072,-176.15
3073,-176.05
3074,-176.44
3075,-176.47
3076,-176.33
3077,-176.01
3078,-175.85
3079,-174.16
3080,-174.55
3081,-174.38
3082,-174.02
3083,-172.99
3084,-172.69
3085,-171.49
3086,-171.01
3087,-169.73
3088,-169.45
3089,-169.28
3090,-169.31
3091,-169.34
3092,-168.43
3093,-168.11
3094,-166.72
3095,-167.55
3096,-167.29
3097,-166.93
3098,-167.26
3099,-167.21
3100,-166.62
3101,-166.86
3102,-167.44
3103,-167.92
3104,-166.79
3105,-167.47
3106,-166.3
3107,-166.6
3108,-166.93
3109,-165.99
3110,-165.78
3111,-165.37
3112,-164.98
3113,-164.48
3114,-164.08
3115,-163.75
3116,-163.82
3117,-163.54
3118,-163.76
3119,-163.3
3120,-163.18
3121,-163.73
3122,-162.97
3123,-162.37
3124,-162.02
3125,-162.2
3126,-161.86
3127,-161.83
3128,-161.94
3129,-162.29
3130,-162.51
3131,-161.7
3132,-161.16
3133,-160.07
3134,-159.83
3135,-160.65
3136,-160.52
3137,-160.42
3138,-158.17
3139,-157.67
3140,-157.2
3141,-157.38
3142,-161.19
3143,-158.6
3144,-159.09
3145,-159.82
3146,-160.56
3147,-161.15
3148,-160.8
3149,-160.81
3150,-159.54
3151,-160.46
3152,-160.39
3153,-160.45
3154,-161.31
3155,-161.72
3156,-161.66
3157,-159.78
3158,-158.86
3159,-159.23
3160,-162.53
3161,-162.41
3162,-162.73
3163,-163.27
3164,-163.96
3165,-163.63
3166,-164.14
3167,-164.1
3168,-164.12
3169,-163.59
3170,-163.48
3171,-163.32
3172,-162.86
3173,-162.78
3174,-162.99
3175,-162.98
3176,-163.05
3177,-163.02
3178,-163.65
3179,-164.59
3180,-164.58
3181,-164.91
3182,-165.42
3183,-166.08
3184,-165.67
3185,-166.21
3186,-166.25
3187,-166.31
3188,-165.79
3189,-165.65
3190,-165.94
3191,-165.6
3192,-165.98
3193,-165.11
3194,-165.36
3195,-164.48
3196,-163.97
3197,-163.88
3198,-163.71
3199,-163.88
3200,-164.16
3201,-163.82
3202,-163.14
3203,-162.56
3204,-163.43
3205,-162.78
3206,-163.31
3207,-162.86
3208,-162.79
3209,-162.59
3210,-163.68
3211,-163.44
3212,-163.46
3213,-163.47
3214,-163.87
3215,-164.21
3216,-164.54
3217,-164.56
3218,-164.22
3219,-164.45
3220,-164.8
3221,-164.8
3222,-164.7
3223,-165.2
3224,-164.96
3225,-165.22
3226,-165.42
3227,-164.95
3228,-164.47
3229,-164.71
3230,-164.77
3231,-164.91
3232,-165.37
3233,-165.82
3234,-166.02
3235,-166.31
3236,-166.81
3237,-166.9
3238,-166.96
3239,-167.5
3240,-169.13
3241,-169.87
3242,-166.65
3243,-166.04
3244,-165.95
3245,-165.21
3246,-164.98
3247,-165.2
3248,-164.54
3249,-163.8
3250,-164.42
3251,-162.71
3252,-163.52
3253,-163.42
3254,-162.66
3255,-162.96
3256,-163.22
3257,-163.07
3258,-162.77
3259,-162.49
3260,-159.26
3261,-159.25
3262,-159.53
3263,-159.13
3264,-158.97
3265,-158.83
3266,-158.28
3267,-157.99
3268,-157.46
3269,-158.31
3270,-159.09
3271,-159.04
3272,-158.69
3273,-159.03
3274,-158.79
3275,-158.77
3276,-158.75
3277,-158.92
3278,-158.83
3279,-157.46
3280,-156.89
3281,-156.77
3282,-156.89
3283,-156.2
3284,-159.86
3285,-159.85
3286,-159.76
3287,-160.16
3288,-160.72
3289,-162.08
3290,-161.38
3291,-161.83
3292,-161.76
3293,-162.04
3294,-162.2
3295,-163.36
3296,-163.24
3297,-163.35
3298,-163.31
3299,-163.2
3300,-163.18
3301,-163.33
3302,-163.36
3303,-163.51
3304,-163.55
3305,-163.57
3306,-163.54
3307,-163.54
3308,-163.58
3309,-164.43
3310,-163.9
3311,-163.98
3312,-165.09
3313,-165.26
3314,-165.63
3315,-165.6
3316,-164.68
3317,-165.26
3318,-165.61
3319,-166.35
3320,-166.77
3321,-169.85
3322,-170.48
3323,-170.0
3324,-170.28
3325,-171.03
3326,-170.75
3327,-174.68
3328,-174.84
3329,-174.39
3330,-174.46
3331,-174.68
3332,-174.83
3333,-175.24
3334,-174.86
3335,-174.21
3336,-173.07
3337,-173.04
3338,-173.19
3339,-173.02
3340,-171.96
3341,-171.66
3342,-171.39
3343,-171.68
3344,-172.03
3345,-172.4
3346,-172.54
3347,-172.5
3348,-172.43
3349,-172.76
3350,-172.43
3351,-172.63
3352,-171.93
3353,-172.35
3354,-172.1
3355,-171.74
3356,-171.97
3357,-172.23
3358,-172.25
3359,-172.13
3360,-171.96
3361,-171.95
3362,-171.05
3363,-171.23
3364,-172.53
3365,-173.75
3366,-173.83
3367,-174.8
3368,-175.92
3369,-175.6
3370,-175.77
3371,-175.78
3372,-176.59
3373,-176.32
3374,-176.06
3375,-175.83
3376,-176.34
3377,-176.17
3378,-176.97
3379,-177.53
3380,-177.87
3381,-177.98
3382,-177.7
3383,-178.77
3384,-175.39
3385,-174.96
3386,-175.62
3387,-175.18
3388,-175.03
3389,-174.36
3390,-174.62
3391,-174.41
3392,-175.4
3393,-175.36
3394,-174.83
3395,-174.05
3396,-174.55
3397,-174.98
3398,-175.34
3399,-175.02
3400,-174.46
3401,-174.2
3402,-175.32
3403,-175.47
3404,-174.91
3405,-175.06
3406,-175.18
3407,-175.36
3408,-178.52
3409,-177.72
3410,-177.23
3411,-177.5
3412,-176.24
3413,-176.4
3414,-175.96
3415,-176.16
3416,-176.52
3417,-176.02
3418,-176.5
3419,-175.92
3420,-175.54
3421,-172.32
3422,-171.4
3423,-171.25
3424,-171.19
3425,-170.79
3426,-170.74
3427,-167.18
3428,-167.2
3429,-167.44
3430,-166.72
3431,-166.62
3432,-166.0
3433,-166.39
3434,-166.84
3435,-166.8
3436,-166.71
3437,-166.98
3438,-167.12
3439,-166.92
3440,-166.47
3441,-166.25
3442,-166.64
3443,-165.78
3444,-165.4
3445,-165.62
3446,-165.14
3447,-164.34
3448,-164.41
3449,-164.64
3450,-164.72
3451,-164.94
3452,-164.61
3453,-164.4
3454,-165.49
3455,-167.49
3456,-170.71
3457,-171.01
3458,-170.73
3459,-170.49
3460,-171.1
3461,-171.82
3462,-172.1
3463,-171.66
3464,-169.9
3465,-169.46
3466,-169.72
3467,-168.7
3468,-167.94
3469,-168.09
3470,-167.53
3471,-167.27
3472,-166.8
3473,-167.12
3474,-167.0
3475,-167.18
3476,-166.91
3477,-167.25
3478,-165.94
3479,-165.45
3480,-165.83
3481,-165.38
3482,-165.31
3483,-165.01
3484,-164.73
3485,-164.72
3486,-163.88
3487,-164.49
3488,-164.67
3489,-164.5
3490,-164.7
3491,-164.66
3492,-163.45
3493,-163.48
3494,-163.51
3495,-163.59
3496,-163.43
3497,-162.9
3498,-163.55
3499,-163.92
3500,-164.05
3501,-165.34
3502,-164.28
3503,-164.03
3504,-164.67
3505,-164.66
3506,-164.53
3507,-164.68
3508,-161.67
3509,-162.47
3510,-163.2
3511,-163.02
3512,-163.14
3513,-163.44
3514,-163.79
3515,-163.6
3516,-163.57
3517,-163.47
3518,-163.14
3519,-163.84
3520,-163.32
3521,-163.25
3522,-167.18
3523,-167.78
3524,-167.83
3525,-167.21
3526,-167.5
3527,-166.93
3528,-166.57
3529,-166.37
3530,-166.71
3531,-167.13
3532,-168.0
3533,-166.77
3534,-166.63
3535,-166.99
3536,-168.09
3537,-168.86
3538,-168.41
3539,-168.5
3540,-169.02
3541,-168.86
3542,-171.96
3543,-173.77
3544,-173.81
3545,-173.16
3546,-173.05
3547,-173.46
3548,-173.3
3549,-173.05
3550,-173.61
3551,-174.0
3552,-173.87
3553,-174.21
3554,-172.98
3555,-170.9
3556,-168.44
3557,-168.0
3558,-168.2
3559,-168.44
3560,-167.9
3561,-167.91
3562,-168.46
3563,-168.79
3564,-169.98
3565,-169.89
3566,-170.31
3567,-171.01
3568,-172.28
3569,-172.24
3570,-172.32
3571,-172.94
3572,-173.26
3573,-176.55
3574,-177.09
3575,-176.59
3576,-177.16
3577,-177.97
3578,-178.83
3579,-179.56
3580,-179.59
3581,-180.77
3582,-180.88
3583,-180.87
3584,-180.88
3585,-181.13
3586,-181.78
3587,-181.02
3588,-181.15
3589,-181.63
3590,-181.07
3591,-181.37
3592,-181.61
3593,-182.27
3594,-183.01
3595,-183.22
3596,-183.21
3597,-183.48
3598,-182.31
3599,-182.44
3600,-182.74
3601,-181.69
3602,-183.54
3603,-183.66
3604,-183.7
3605,-183.08
3606,-184.62
3607,-184.19
3608,-183.84
3609,-183.15
3610,-182.79
3611,-183.03
3612,-183.62
3613,-183.31
3614,-183.56
3615,-183.73
3616,-183.93
3617,-185.28
3618,-185.33
3619,-184.94
3620,-185.3
3621,-185.71
3622,-182.83
3623,-182.7
3624,-182.27
3625,-181.99
3626,-181.99
3627,-184.02
3628,-185.3
3629,-186.22
3630,-187.11
3631,-186.29
3632,-186.02
3633,-187.2
3634,-187.92
3635,-187.23
3636,-187.38
3637,-187.19
3638,-187.7
3639,-187.58
3640,-188.06
3641,-188.54
3642,-186.31
3643,-184.55
3644,-184.34
3645,-184.86
3646,-184.92
3647,-185.74
3648,-185.97
3649,-185.55
3650,-184.86
3651,-184.49
3652,-184.97
3653,-184.73
3654,-185.22
3655,-185.26
3656,-184.19
3657,-184.13
3658,-184.82
3659,-185.19
3660,-185.2
3661,-184.21
3662,-183.58
3663,-184.16
3664,-183.79
3665,-183.94
3666,-183.78
3667,-184.51
3668,-183.22
3669,-183.16
3670,-183.14
3671,-182.3
3672,-182.24
3673,-178.93
3674,-178.16
3675,-178.38
3676,-178.0
3677,-176.73
3678,-176.37
3679,-176.37
3680,-175.82
3681,-175.74
3682,-175.44
3683,-175.29
3684,-176.73
3685,-176.86
3686,-177.07
3687,-177.27
3688,-176.96
3689,-176.07
3690,-176.8
3691,-177.19
3692,-177.79
3693,-177.12
3694,-177.37
3695,-176.55
3696,-177.26
3697,-177.56
3698,-178.09
3699,-178.74
3700,-178.84
3701,-178.93
